Locality,Property_Type,BHK,Bathrooms,Balconies,Area_SqFt,Age_Years,Floor_No,Total_Floors,Furnishing,Parking_Spaces,Distance_From_Metro_KM,Price_INR
Uttam Nagar,Villa,1,1,0,2646.3,14,2,3,Unfurnished,1,1.2,14129000.0
Rohini,Builder Floor,3,3,1,1525.0,35,2,4,Unfurnished,0,0.51,8092000.0
Vasant Vihar,Apartment,2,2,1,1148.6,35,1,10,Fully-Furnished,1,5.79,16013000.0
Golf Links,Apartment,4,3,2,793.6,39,12,16,Unfurnished,0,3.66,10580000.0
Model Town,Apartment,2,2,2,1174.3,7,14,22,Fully-Furnished,1,1.86,13865000.0
Greater Kailash,Apartment,3,2,0,1208.3,0,5,10,Semi-Furnished,0,0.19,20555000.0
Vasant Vihar,Builder Floor,3,3,2,1875.2,26,8,11,Fully-Furnished,1,1.69,28668000.0
Uttam Nagar,Builder Floor,2,2,1,1532.8,13,4,13,Semi-Furnished,1,0.2,8402000.0
Dwarka,Builder Floor,3,3,0,1357.9,33,4,11,Semi-Furnished,1,4.0,9776000.0
Janakpuri,Builder Floor,2,2,0,1260.8,20,8,16,Semi-Furnished,0,9.42,7268000.0
Golf Links,Builder Floor,4,3,2,1264.6,34,4,13,Semi-Furnished,0,2.49,24086000.0
Janakpuri,Apartment,3,2,1,1420.0,27,0,5,Fully-Furnished,0,0.62,12136000.0
Janakpuri,Apartment,4,3,3,1332.6,11,2,3,Unfurnished,1,0.36,13778000.0
Pitampura,Apartment,2,2,1,914.6,22,4,6,Unfurnished,0,2.79,5523000.0
Lajpat Nagar,Apartment,1,1,3,1135.8,1,9,12,Semi-Furnished,1,2.91,10204000.0
Paschim Vihar,Builder Floor,2,2,3,1134.1,19,12,19,Fully-Furnished,1,0.07,9570000.0
Dwarka,Builder Floor,2,2,1,977.5,32,14,23,Unfurnished,1,0.5,5706000.0
Model Town,Independent House,2,2,2,2866.0,22,11,18,Fully-Furnished,1,0.57,36252000.0
Vasant Vihar,Independent House,2,2,1,1542.8,25,2,10,Unfurnished,1,0.69,25885000.0
Karol Bagh,Builder Floor,2,2,1,1272.6,4,5,14,Semi-Furnished,0,0.34,10754000.0
Dwarka,Apartment,4,4,1,1227.2,1,2,11,Unfurnished,1,0.09,12138000.0
Shahdara,Builder Floor,3,2,2,1315.1,6,13,21,Unfurnished,2,2.33,7935000.0
Vasant Vihar,Builder Floor,2,2,1,1465.0,0,13,19,Semi-Furnished,1,0.94,27785000.0
Hauz Khas,Apartment,2,2,0,903.9,25,12,18,Fully-Furnished,0,3.96,10994000.0
Uttam Nagar,Builder Floor,4,3,3,1725.8,38,10,14,Unfurnished,0,1.29,8468000.0
Janakpuri,Builder Floor,3,3,1,1210.1,1,2,10,Unfurnished,2,2.29,8930000.0
Vikaspuri,Apartment,3,3,2,1527.1,1,13,14,Fully-Furnished,0,0.39,14774000.0
Lajpat Nagar,Apartment,3,3,3,864.5,12,1,4,Semi-Furnished,1,0.59,10257000.0
Karol Bagh,Independent House,3,3,2,2072.5,20,7,16,Fully-Furnished,1,2.33,19036000.0
Greater Kailash,Builder Floor,4,2,3,1074.3,30,7,15,Fully-Furnished,1,0.24,20121000.0
Vasant Vihar,Builder Floor,2,2,2,1724.1,30,3,12,Semi-Furnished,1,0.44,30905000.0
Mayur Vihar,Independent House,1,1,1,2169.0,25,14,20,Unfurnished,1,1.0,11255000.0
Najafgarh,Apartment,3,3,1,1810.4,18,11,12,Semi-Furnished,0,1.77,7026000.0
Pitampura,Apartment,3,3,1,1362.9,21,1,3,Unfurnished,0,0.78,9001000.0
Uttam Nagar,Apartment,2,2,0,1181.9,8,7,14,Unfurnished,1,3.98,5196000.0
Janakpuri,Builder Floor,4,3,1,1362.6,14,14,22,Unfurnished,2,1.97,10405000.0
Golf Links,Independent House,3,2,2,2578.8,8,7,13,Semi-Furnished,1,4.52,63321000.0
Najafgarh,Builder Floor,3,3,2,720.3,25,8,13,Unfurnished,2,1.35,3210000.0
Golf Links,Apartment,4,2,2,1190.8,12,14,17,Unfurnished,0,0.03,19562000.0
Greater Kailash,Apartment,3,3,0,1235.7,24,8,17,Fully-Furnished,1,4.87,16248000.0
Karol Bagh,Independent House,3,3,3,2726.8,24,2,4,Fully-Furnished,0,7.02,21421000.0
Uttam Nagar,Apartment,5,4,0,644.4,35,4,6,Semi-Furnished,1,1.75,3205000.0
Hauz Khas,Builder Floor,1,1,2,1393.3,3,10,18,Unfurnished,1,0.12,16440000.0
Vasant Vihar,Builder Floor,3,3,2,1437.9,27,3,4,Fully-Furnished,0,1.26,29313000.0
Hauz Khas,Apartment,3,3,1,942.7,25,7,8,Unfurnished,2,2.11,12590000.0
Pitampura,Apartment,2,2,1,835.7,0,13,19,Unfurnished,2,4.86,4389000.0
Hauz Khas,Builder Floor,2,2,2,1517.5,17,14,23,Fully-Furnished,0,3.05,20974000.0
Uttam Nagar,Builder Floor,4,2,2,1572.5,20,12,20,Semi-Furnished,1,1.41,8142000.0
Defence Colony,Builder Floor,5,4,1,1290.0,32,5,6,Semi-Furnished,1,0.81,18230000.0
Mayur Vihar,Apartment,1,1,3,842.0,14,5,6,Fully-Furnished,0,1.16,6106000.0
Greater Kailash,Apartment,3,3,2,1174.1,0,8,9,Fully-Furnished,0,0.74,21264000.0
Lajpat Nagar,Apartment,3,3,3,447.0,19,11,15,Semi-Furnished,1,8.48,4122000.0
Greater Kailash,Apartment,2,2,2,1019.6,32,5,14,Unfurnished,2,11.34,10860000.0
Greater Kailash,Builder Floor,3,3,1,1504.2,30,13,14,Unfurnished,0,3.62,18530000.0
Model Town,Apartment,2,2,2,1634.3,27,1,2,Unfurnished,0,0.01,15958000.0
Hauz Khas,Apartment,3,3,2,944.0,36,3,7,Semi-Furnished,0,1.81,12477000.0
Mayur Vihar,Apartment,2,2,1,1224.4,32,11,12,Unfurnished,1,4.18,6319000.0
Golf Links,Apartment,1,1,1,1689.8,18,8,14,Unfurnished,1,2.43,28478000.0
Defence Colony,Builder Floor,1,1,0,1939.5,15,10,14,Fully-Furnished,2,4.61,24558000.0
Mayur Vihar,Apartment,2,2,2,1134.6,28,6,12,Fully-Furnished,1,1.11,8179000.0
Janakpuri,Apartment,3,3,1,1362.0,26,13,18,Semi-Furnished,1,6.56,8253000.0
Hauz Khas,Builder Floor,1,1,3,2411.5,2,6,11,Fully-Furnished,0,8.24,30135000.0
Chattarpur,Builder Floor,3,3,1,1406.6,10,7,15,Unfurnished,0,0.84,10811000.0
Shahdara,Builder Floor,2,2,0,943.3,0,11,13,Fully-Furnished,1,1.17,5861000.0
Najafgarh,Villa,2,2,1,3117.5,14,2,8,Unfurnished,1,0.19,14747000.0
Defence Colony,Apartment,2,2,0,1266.5,19,13,15,Unfurnished,2,0.95,18310000.0
Vasant Vihar,Builder Floor,3,2,3,1638.2,25,13,21,Unfurnished,1,2.15,28488000.0
Chattarpur,Apartment,5,3,2,1451.5,17,8,16,Unfurnished,1,7.01,10671000.0
Najafgarh,Apartment,2,2,1,1173.9,34,6,13,Semi-Furnished,1,0.59,3670000.0
Defence Colony,Builder Floor,2,2,2,1340.9,31,2,9,Unfurnished,0,1.23,18630000.0
Karol Bagh,Apartment,4,2,2,373.0,1,4,7,Semi-Furnished,1,6.5,3088000.0
Defence Colony,Builder Floor,2,2,2,1248.3,0,6,7,Fully-Furnished,0,2.87,21799000.0
Saket,Builder Floor,3,3,2,1229.4,31,3,8,Semi-Furnished,1,10.71,11274000.0
Uttam Nagar,Apartment,3,3,1,1579.8,11,9,17,Unfurnished,1,1.34,8481000.0
Hauz Khas,Apartment,3,3,1,1354.6,19,13,14,Unfurnished,2,1.25,17598000.0
Uttam Nagar,Apartment,2,2,2,1440.2,18,8,15,Fully-Furnished,1,0.13,8301000.0
Greater Kailash,Apartment,5,2,1,1199.7,16,13,22,Unfurnished,1,3.42,21059000.0
Vasant Vihar,Apartment,4,4,2,931.7,19,3,7,Semi-Furnished,1,1.23,15240000.0
Lajpat Nagar,Apartment,3,3,0,921.6,31,4,12,Unfurnished,2,5.24,6945000.0
Paschim Vihar,Builder Floor,4,4,0,1441.0,8,0,5,Unfurnished,1,0.35,12777000.0
Chattarpur,Apartment,2,2,0,592.1,37,2,4,Unfurnished,0,0.38,2848000.0
Karol Bagh,Builder Floor,2,2,3,829.7,6,14,23,Unfurnished,1,0.65,7653000.0
Hauz Khas,Independent House,3,3,2,2603.4,29,1,8,Unfurnished,0,0.92,32187000.0
Karol Bagh,Builder Floor,2,2,1,1258.8,28,2,3,Unfurnished,1,2.44,7846000.0
Golf Links,Apartment,3,3,1,467.0,15,12,14,Unfurnished,0,0.17,8340000.0
Lajpat Nagar,Apartment,2,2,2,1308.0,29,14,23,Semi-Furnished,0,1.46,9440000.0
Pitampura,Apartment,3,3,1,647.6,35,4,8,Semi-Furnished,2,5.77,3416000.0
Shahdara,Apartment,3,3,1,1287.9,27,12,21,Unfurnished,1,3.98,5435000.0
Saket,Apartment,3,2,2,1114.7,4,14,19,Semi-Furnished,2,4.86,11744000.0
Chattarpur,Apartment,3,3,1,1158.4,29,12,16,Semi-Furnished,1,1.91,8221000.0
Shahdara,Builder Floor,3,2,0,1435.8,11,1,8,Unfurnished,1,3.78,7040000.0
Uttam Nagar,Villa,4,3,2,3243.7,17,12,20,Semi-Furnished,1,3.14,20223000.0
Pitampura,Apartment,2,2,1,1504.6,34,13,17,Semi-Furnished,2,0.98,6847000.0
Chattarpur,Apartment,3,3,1,1199.2,2,6,14,Unfurnished,2,0.66,8649000.0
Model Town,Apartment,3,3,2,875.9,0,0,5,Semi-Furnished,0,6.78,9001000.0
Vasant Vihar,Villa,2,2,1,3590.7,29,14,15,Unfurnished,1,1.71,58168000.0
Saket,Apartment,4,2,1,1516.6,12,9,10,Semi-Furnished,0,0.99,17873000.0
Mayur Vihar,Apartment,3,3,1,685.5,21,11,20,Fully-Furnished,0,0.35,3846000.0
Najafgarh,Builder Floor,1,1,1,1627.7,13,9,10,Semi-Furnished,2,0.41,5249000.0
Najafgarh,Apartment,2,2,1,384.1,17,14,22,Semi-Furnished,1,3.36,1048000.0
Vasant Vihar,Builder Floor,2,2,1,718.4,21,9,11,Unfurnished,2,0.02,9748000.0
Shahdara,Apartment,3,3,2,723.2,25,9,12,Unfurnished,0,0.67,3606000.0
Pitampura,Apartment,2,2,1,869.1,1,8,15,Semi-Furnished,1,4.66,5170000.0
Mayur Vihar,Villa,3,2,3,3653.2,8,7,12,Semi-Furnished,1,2.27,39027000.0
Saket,Builder Floor,2,2,1,1304.8,39,7,16,Unfurnished,2,1.12,14365000.0
Saket,Independent House,3,3,1,1401.9,6,8,13,Semi-Furnished,0,2.96,17871000.0
Karol Bagh,Builder Floor,3,2,0,1011.5,8,7,8,Fully-Furnished,2,0.82,8703000.0
Saket,Apartment,2,2,1,1161.6,19,10,15,Semi-Furnished,2,3.78,12717000.0
Hauz Khas,Apartment,2,2,1,1648.7,37,7,15,Semi-Furnished,1,5.66,15632000.0
Vikaspuri,Builder Floor,2,2,2,1484.5,30,14,21,Unfurnished,1,1.0,9613000.0
Vikaspuri,Apartment,2,2,1,819.4,24,8,15,Semi-Furnished,0,0.73,5024000.0
Karol Bagh,Apartment,2,2,2,1243.2,26,14,21,Semi-Furnished,0,0.64,8601000.0
Vasant Vihar,Builder Floor,3,3,2,1463.8,13,10,12,Semi-Furnished,1,0.81,26574000.0
Pitampura,Villa,3,3,3,4143.4,30,0,9,Semi-Furnished,0,3.19,29038000.0
Mayur Vihar,Apartment,3,3,2,836.3,25,2,4,Semi-Furnished,1,0.66,4306000.0
Najafgarh,Builder Floor,3,3,2,1699.0,27,5,9,Semi-Furnished,0,3.15,6566000.0
Lajpat Nagar,Villa,2,2,1,4211.1,2,14,21,Fully-Furnished,1,0.53,58154000.0
Golf Links,Apartment,3,3,1,1200.5,19,13,18,Semi-Furnished,2,1.35,26417000.0
Uttam Nagar,Apartment,2,2,1,1335.7,7,11,16,Unfurnished,2,0.16,7394000.0
Uttam Nagar,Villa,3,3,2,2533.9,36,10,11,Unfurnished,2,1.23,14711000.0
Uttam Nagar,Independent House,1,1,2,1658.8,34,7,12,Unfurnished,1,0.13,8164000.0
Lajpat Nagar,Apartment,3,2,2,1094.4,38,12,13,Semi-Furnished,0,1.48,11017000.0
Model Town,Apartment,3,3,3,1314.5,0,9,11,Semi-Furnished,2,2.64,18293000.0
Model Town,Apartment,3,3,1,886.4,34,1,6,Fully-Furnished,0,2.8,7924000.0
Saket,Apartment,3,3,1,1160.4,37,7,10,Semi-Furnished,0,2.2,11193000.0
Shahdara,Builder Floor,2,2,1,1233.8,12,5,6,Semi-Furnished,0,1.63,6875000.0
Defence Colony,Builder Floor,1,1,2,1619.0,5,13,21,Semi-Furnished,1,1.51,24006000.0
Hauz Khas,Apartment,4,4,0,1178.5,14,0,4,Unfurnished,1,1.77,13756000.0
Lajpat Nagar,Apartment,4,3,0,1480.1,22,13,16,Semi-Furnished,1,3.12,12474000.0
Hauz Khas,Builder Floor,2,2,2,1415.5,16,5,7,Unfurnished,1,0.14,17493000.0
Defence Colony,Apartment,5,5,0,1241.9,38,14,21,Semi-Furnished,1,8.13,16218000.0
Pitampura,Independent House,4,4,3,2135.4,21,14,16,Semi-Furnished,2,3.59,17771000.0
Vikaspuri,Builder Floor,4,3,1,1688.0,27,10,13,Unfurnished,2,1.28,11546000.0
Hauz Khas,Apartment,2,2,2,1639.6,18,1,2,Semi-Furnished,2,0.55,20086000.0
Rohini,Independent House,1,1,2,1630.4,15,8,17,Fully-Furnished,1,1.4,12617000.0
Greater Kailash,Apartment,2,2,1,1027.6,12,10,15,Unfurnished,1,0.07,16321000.0
Lajpat Nagar,Builder Floor,3,3,0,1545.7,16,0,1,Unfurnished,1,1.51,12747000.0
Hauz Khas,Independent House,2,2,0,1771.1,3,9,12,Unfurnished,2,4.06,23543000.0
Paschim Vihar,Apartment,2,2,0,1155.4,36,3,5,Unfurnished,1,3.28,7811000.0
Vasant Vihar,Builder Floor,2,2,1,1034.7,5,4,13,Unfurnished,1,8.93,16836000.0
Vikaspuri,Builder Floor,3,3,2,1345.9,33,12,19,Unfurnished,1,1.33,7703000.0
Najafgarh,Independent House,4,4,2,2062.6,28,1,3,Semi-Furnished,1,0.27,11563000.0
Karol Bagh,Builder Floor,5,2,0,1533.2,1,5,10,Unfurnished,1,5.2,15525000.0
Dwarka,Apartment,4,4,0,941.9,1,4,6,Unfurnished,1,4.92,8152000.0
Saket,Independent House,4,4,0,2661.5,3,8,13,Fully-Furnished,0,0.89,38544000.0
Rohini,Builder Floor,4,2,2,1448.0,23,3,11,Fully-Furnished,1,4.22,10384000.0
Najafgarh,Apartment,2,2,0,1262.1,8,8,9,Fully-Furnished,2,0.57,5183000.0
Model Town,Apartment,2,2,1,1050.2,28,13,21,Unfurnished,2,1.95,8531000.0
Mayur Vihar,Apartment,1,1,2,1462.1,3,4,13,Unfurnished,1,2.88,8553000.0
Hauz Khas,Builder Floor,2,2,0,1080.7,34,10,11,Fully-Furnished,0,2.23,12109000.0
Defence Colony,Builder Floor,2,2,2,1251.8,31,11,14,Semi-Furnished,0,0.7,18407000.0
Mayur Vihar,Apartment,3,2,1,551.0,18,8,17,Unfurnished,1,2.64,3384000.0
Saket,Independent House,2,2,3,1794.6,14,8,13,Unfurnished,0,0.63,19064000.0
Greater Kailash,Apartment,3,3,0,1136.3,22,7,12,Unfurnished,1,3.69,14376000.0
Mayur Vihar,Apartment,2,2,2,1616.8,17,7,15,Unfurnished,0,1.33,6510000.0
Najafgarh,Villa,3,3,1,3146.3,9,12,14,Semi-Furnished,2,0.26,19280000.0
Rohini,Apartment,2,2,2,1007.0,5,5,6,Semi-Furnished,1,2.86,6717000.0
Defence Colony,Apartment,2,2,1,832.0,1,9,11,Fully-Furnished,1,2.63,13833000.0
Najafgarh,Apartment,2,2,1,905.0,26,4,6,Unfurnished,2,4.18,3196000.0
Uttam Nagar,Apartment,4,4,2,1593.9,11,0,9,Unfurnished,2,3.89,7778000.0
Janakpuri,Independent House,3,3,1,2249.7,27,9,11,Unfurnished,0,0.02,16188000.0
Najafgarh,Builder Floor,1,1,2,1169.2,11,2,4,Semi-Furnished,0,3.67,3630000.0
Chattarpur,Builder Floor,1,1,0,1597.3,1,12,21,Unfurnished,1,1.01,8810000.0
Najafgarh,Apartment,1,1,1,1224.2,37,4,8,Semi-Furnished,0,5.28,3347000.0
Chattarpur,Apartment,2,2,1,982.5,4,14,21,Unfurnished,1,1.23,6525000.0
Mayur Vihar,Apartment,1,1,2,991.6,2,8,10,Unfurnished,0,2.87,5431000.0
Golf Links,Apartment,2,2,2,688.2,1,2,3,Semi-Furnished,2,0.68,13545000.0
Model Town,Apartment,4,2,0,1176.3,10,10,18,Semi-Furnished,0,0.52,11542000.0
Paschim Vihar,Apartment,5,3,3,990.7,19,2,5,Unfurnished,2,1.13,9740000.0
Uttam Nagar,Apartment,3,3,2,833.9,14,11,15,Semi-Furnished,1,1.14,4731000.0
Rohini,Apartment,3,3,1,990.9,4,10,15,Unfurnished,1,7.62,5429000.0
Karol Bagh,Apartment,4,3,1,342.5,11,12,15,Semi-Furnished,0,1.66,2722000.0
Karol Bagh,Independent House,2,2,2,2105.2,32,0,1,Fully-Furnished,2,0.53,19411000.0
Model Town,Independent House,4,3,2,1963.4,30,3,4,Unfurnished,0,2.94,18158000.0
Model Town,Independent House,2,2,3,1804.7,10,12,14,Fully-Furnished,2,4.21,21066000.0
Greater Kailash,Independent House,1,1,0,2036.7,3,5,6,Semi-Furnished,1,0.69,30101000.0
Hauz Khas,Apartment,3,2,2,572.9,27,6,14,Unfurnished,1,2.34,7275000.0
Shahdara,Apartment,2,2,1,1254.1,25,4,6,Unfurnished,1,4.62,5717000.0
Mayur Vihar,Builder Floor,2,2,1,1060.8,5,9,11,Unfurnished,0,0.4,7007000.0
Janakpuri,Apartment,2,2,0,1186.1,5,2,3,Unfurnished,1,0.97,9790000.0
Pitampura,Builder Floor,2,2,3,1759.8,19,5,8,Unfurnished,0,8.8,9386000.0
Najafgarh,Apartment,3,3,0,1058.9,18,4,12,Fully-Furnished,0,1.34,4661000.0
Janakpuri,Builder Floor,3,3,1,929.7,4,0,8,Fully-Furnished,1,2.42,8558000.0
Hauz Khas,Builder Floor,1,1,0,1910.3,38,2,9,Unfurnished,1,0.23,17894000.0
Janakpuri,Builder Floor,2,2,2,1330.3,15,8,12,Fully-Furnished,2,3.74,11868000.0
Lajpat Nagar,Apartment,3,2,1,1267.8,39,2,5,Unfurnished,0,0.86,10343000.0
Model Town,Independent House,3,3,1,1773.5,2,7,16,Unfurnished,0,1.52,21872000.0
Pitampura,Apartment,3,3,2,1002.9,22,4,5,Fully-Furnished,2,0.55,7859000.0
Vasant Vihar,Apartment,4,3,1,1618.7,2,4,8,Unfurnished,1,2.63,36613000.0
Hauz Khas,Apartment,2,2,3,943.0,36,11,20,Semi-Furnished,2,2.64,11144000.0
Chattarpur,Builder Floor,2,2,1,1632.6,37,10,12,Unfurnished,1,0.48,9467000.0
Hauz Khas,Builder Floor,5,4,1,899.0,17,3,6,Fully-Furnished,0,0.2,13766000.0
Najafgarh,Independent House,4,3,3,2158.5,19,2,9,Semi-Furnished,1,3.17,10787000.0
Paschim Vihar,Builder Floor,5,4,1,1061.5,33,1,5,Unfurnished,0,1.82,9606000.0
Mayur Vihar,Apartment,3,3,1,1283.3,22,9,13,Fully-Furnished,1,4.9,7181000.0
Lajpat Nagar,Builder Floor,2,2,1,844.1,31,7,12,Semi-Furnished,1,3.72,7116000.0
Golf Links,Apartment,3,2,3,1608.9,24,7,11,Semi-Furnished,0,1.37,26819000.0
Vasant Vihar,Villa,2,2,1,4653.9,19,13,19,Semi-Furnished,0,1.34,98968000.0
Karol Bagh,Apartment,2,2,0,552.2,29,4,7,Unfurnished,0,0.48,3966000.0
Model Town,Apartment,3,3,0,1014.5,34,14,15,Unfurnished,2,1.19,6950000.0
Vikaspuri,Apartment,3,3,1,1500.3,20,6,7,Fully-Furnished,1,0.04,10166000.0
Karol Bagh,Villa,2,2,1,2404.3,32,7,14,Fully-Furnished,1,2.85,23717000.0
Model Town,Apartment,2,2,1,1274.2,31,8,13,Semi-Furnished,1,2.22,10444000.0
Hauz Khas,Builder Floor,3,2,1,1639.8,28,5,10,Unfurnished,1,2.77,19433000.0
Chattarpur,Apartment,4,2,3,1040.5,31,12,17,Unfurnished,0,0.65,5632000.0
Lajpat Nagar,Apartment,3,3,1,630.4,39,4,5,Semi-Furnished,1,3.0,4224000.0
Pitampura,Builder Floor,2,2,1,1525.2,36,0,9,Unfurnished,0,0.12,7871000.0
Janakpuri,Apartment,3,3,3,1098.4,10,13,19,Unfurnished,1,0.4,9419000.0
Model Town,Apartment,2,2,0,1046.2,6,7,11,Unfurnished,1,2.85,8661000.0
Greater Kailash,Apartment,2,2,2,1141.5,37,7,10,Fully-Furnished,1,1.51,15578000.0
Shahdara,Independent House,4,3,0,1852.9,36,4,11,Semi-Furnished,1,1.32,10519000.0
Najafgarh,Apartment,3,3,1,870.3,31,13,16,Unfurnished,1,1.88,2810000.0
Defence Colony,Independent House,2,2,1,2311.9,15,4,5,Fully-Furnished,1,0.53,36265000.0
Shahdara,Independent House,3,2,1,1518.8,2,8,16,Unfurnished,1,6.39,8658000.0
Defence Colony,Builder Floor,2,2,0,1738.6,34,13,19,Unfurnished,1,1.41,15916000.0
Mayur Vihar,Apartment,2,2,2,1053.4,8,14,19,Unfurnished,0,2.91,6555000.0
Greater Kailash,Builder Floor,3,3,1,1608.6,25,10,16,Semi-Furnished,1,2.31,25522000.0
Greater Kailash,Apartment,5,2,0,1581.9,6,2,10,Unfurnished,2,3.56,24680000.0
Dwarka,Apartment,2,2,1,1052.4,28,14,21,Unfurnished,0,0.03,6009000.0
Model Town,Builder Floor,3,2,2,1705.3,24,7,15,Fully-Furnished,1,1.17,14980000.0
Mayur Vihar,Independent House,3,3,2,2503.6,38,3,6,Fully-Furnished,0,4.31,14348000.0
Paschim Vihar,Apartment,3,3,2,1527.4,24,1,10,Unfurnished,1,2.14,10616000.0
Uttam Nagar,Independent House,2,2,0,1431.8,29,10,11,Semi-Furnished,2,4.21,6410000.0
Uttam Nagar,Villa,1,1,0,2914.5,21,2,8,Semi-Furnished,0,1.01,13956000.0
Uttam Nagar,Apartment,2,2,2,723.0,25,13,20,Unfurnished,2,0.16,3039000.0
Golf Links,Apartment,2,2,2,537.3,32,6,9,Semi-Furnished,2,2.01,10218000.0
Greater Kailash,Independent House,4,4,2,2277.9,39,1,7,Semi-Furnished,1,1.88,38628000.0
Janakpuri,Independent House,2,2,1,2878.8,24,4,9,Unfurnished,1,0.69,19396000.0
Paschim Vihar,Apartment,4,4,0,1404.9,35,1,9,Semi-Furnished,2,0.15,11095000.0
Lajpat Nagar,Apartment,3,3,2,937.8,11,4,11,Unfurnished,2,0.34,9373000.0
Greater Kailash,Builder Floor,2,2,2,1566.9,1,11,19,Fully-Furnished,2,0.81,28708000.0
Vasant Vihar,Apartment,3,2,2,1307.0,2,11,15,Unfurnished,1,0.59,29396000.0
Hauz Khas,Apartment,3,3,1,569.2,31,8,13,Semi-Furnished,1,0.29,6574000.0
Model Town,Apartment,1,1,0,1026.5,31,2,6,Unfurnished,0,3.9,6279000.0
Greater Kailash,Apartment,2,2,1,678.3,36,2,5,Unfurnished,0,5.9,6043000.0
Lajpat Nagar,Apartment,3,3,2,985.9,12,6,14,Unfurnished,1,5.72,9036000.0
Najafgarh,Apartment,3,3,1,890.0,6,1,10,Unfurnished,1,0.14,4375000.0
Pitampura,Apartment,5,2,0,1071.0,2,9,16,Semi-Furnished,0,1.23,8413000.0
Hauz Khas,Independent House,4,4,2,1876.0,8,11,18,Semi-Furnished,1,0.1,30409000.0
Dwarka,Apartment,3,2,2,1326.9,34,9,18,Unfurnished,1,0.61,9269000.0
Uttam Nagar,Apartment,4,4,1,1186.8,5,4,12,Semi-Furnished,0,0.15,6025000.0
Janakpuri,Builder Floor,1,1,0,1475.3,10,9,13,Semi-Furnished,1,1.91,8342000.0
Saket,Apartment,2,2,2,1386.2,34,5,10,Semi-Furnished,1,0.81,13431000.0
Paschim Vihar,Apartment,5,5,2,1043.1,12,12,20,Fully-Furnished,1,7.18,10628000.0
Shahdara,Builder Floor,4,4,1,1765.2,31,10,14,Unfurnished,1,6.68,8179000.0
Greater Kailash,Independent House,2,2,0,1673.4,30,3,7,Fully-Furnished,2,0.25,24782000.0
Karol Bagh,Apartment,3,2,3,1663.2,20,14,16,Fully-Furnished,2,3.28,14885000.0
Najafgarh,Apartment,3,3,2,870.4,28,4,13,Unfurnished,0,5.05,3021000.0
Saket,Builder Floor,4,3,0,1354.4,5,8,14,Unfurnished,1,0.13,18079000.0
Chattarpur,Apartment,3,3,3,1233.9,8,6,9,Unfurnished,2,1.06,9103000.0
Hauz Khas,Apartment,4,2,2,763.2,19,1,6,Semi-Furnished,2,2.11,10785000.0
Vasant Vihar,Independent House,3,3,1,1694.7,29,9,16,Semi-Furnished,1,3.81,23825000.0
Golf Links,Apartment,4,3,2,1134.8,24,11,19,Unfurnished,1,1.3,23164000.0
Dwarka,Apartment,2,2,0,507.6,13,14,22,Unfurnished,1,0.76,3624000.0
Najafgarh,Independent House,1,1,1,2364.8,32,3,5,Fully-Furnished,0,0.91,8852000.0
Chattarpur,Apartment,5,5,1,1258.9,8,10,14,Unfurnished,1,4.41,10300000.0
Paschim Vihar,Apartment,2,2,2,753.5,34,5,6,Semi-Furnished,0,1.18,5503000.0
Chattarpur,Builder Floor,3,3,3,1593.8,3,10,13,Unfurnished,0,0.5,13069000.0
Defence Colony,Builder Floor,3,3,2,1563.4,26,9,18,Semi-Furnished,0,0.14,20529000.0
Saket,Apartment,2,2,2,1449.4,23,9,13,Semi-Furnished,2,0.79,16222000.0
Paschim Vihar,Apartment,3,3,2,1067.8,26,3,5,Unfurnished,1,0.04,9141000.0
Karol Bagh,Builder Floor,2,2,1,1277.2,37,6,14,Fully-Furnished,0,0.3,9893000.0
Dwarka,Apartment,2,2,2,1527.2,32,13,21,Unfurnished,2,1.53,9929000.0
Najafgarh,Apartment,4,3,3,1951.9,7,0,4,Unfurnished,1,0.28,9699000.0
Dwarka,Apartment,4,3,2,869.7,33,5,12,Semi-Furnished,0,1.03,6261000.0
Saket,Apartment,2,2,0,1249.8,34,9,11,Unfurnished,0,1.04,10257000.0
Janakpuri,Independent House,2,2,0,2068.2,21,9,16,Unfurnished,1,0.98,16143000.0
Saket,Builder Floor,2,2,1,1109.9,9,2,9,Fully-Furnished,1,0.08,14847000.0
Janakpuri,Builder Floor,4,3,1,642.2,19,1,7,Unfurnished,2,2.28,5273000.0
Pitampura,Independent House,3,2,2,1482.9,8,2,11,Semi-Furnished,1,0.49,12586000.0
Vikaspuri,Apartment,3,2,2,1082.2,11,5,7,Unfurnished,1,0.49,9344000.0
Golf Links,Builder Floor,1,1,3,1637.4,28,14,16,Unfurnished,1,2.41,21457000.0
Vasant Vihar,Villa,3,3,0,3777.1,6,3,10,Semi-Furnished,0,2.89,82417000.0
Najafgarh,Builder Floor,2,2,1,1487.3,6,8,12,Semi-Furnished,0,0.33,5738000.0
Uttam Nagar,Apartment,2,2,2,922.5,31,9,11,Fully-Furnished,1,0.01,4429000.0
Defence Colony,Villa,2,2,2,3134.8,31,6,11,Semi-Furnished,0,0.96,51018000.0
Paschim Vihar,Apartment,2,2,1,1051.5,25,4,8,Unfurnished,1,3.48,6515000.0
Rohini,Apartment,3,3,0,1366.0,15,4,7,Semi-Furnished,1,1.46,7826000.0
Shahdara,Apartment,2,2,1,1033.5,24,13,17,Unfurnished,1,1.97,4655000.0
